D:/LAMMPS projects/gears_on_beam.data

 83540 atoms

 5 atom types

   -102          79      xlo xhi
   -29          89      ylo yhi
   -34          106      zlo zhi

 Masses

 5 12.0109997
 3 12.0109997
 4 1.00796998
 1 12.0109997
 2 1.00796998

 Atoms #molecular

1   1   1   13.431000   24.668000  77.576000
2   1   1   12.065000   26.948000  77.581000
3   1   1   10.73000   29.263000  77.596000
4   1   1   22.258000   28.569000  78.133000
5   1   1   20.962000   29.287000  77.597000
6   1   1   26.039000   30.89000  78.187000
7   1   1   27.301000   31.673000  77.683000
8   1   1   26.09000   29.412000  77.643000
9   1   1   24.748000   31.615000  77.639000
10   1   1   15.957000   24.682000  77.614000
11   1   1   14.705000   23.884000  78.155000
12   1   1   15.896000   26.177000  78.143000
13   1   1   28.665000   20.463000  77.688000
14   1   1   15.385000   39.292000  78.361000
15   1   1   16.606000   40.173000  77.788000
16   1   1   15.594000   37.915000  77.737000
17   1   1   23.483000   30.83000  78.151000
18   1   1   24.706000   33.092000  78.19000
19   1   1   14.601000   26.923000  77.606000
20   1   1   19.692000   28.503000  78.126000
21   1   1   19.731000   27.024000  77.596000
22   1   1   18.397000   29.221000  77.596000
23   1   1   31.0000   35.434000  78.382000
24   1   1   29.732000   36.085000  77.772000
25   1   1   27.376000   19.667000  78.272000
26   1   1   28.74000   21.954000  78.256000
27   1   1   13.33000   26.157000  78.142000
28   1   1   23.416000   33.821000  77.653000
29   1   1   17.124000   28.441000  78.133000
30   1   1   18.364000   30.698000  78.139000
31   1   1   31.282000   25.123000  77.698000
32   1   1   16.295000   20.105000  77.644000
33   1   1   22.483000   19.701000  78.261000
34   1   1   27.476000   22.702000  77.689000
35   1   1   27.219000   36.111000  77.741000
36   1   1   25.943000   35.347000  78.251000
37   1   1   27.254000   37.574000  78.315000
38   1   1   17.075000   31.419000  77.619000
39   1   1   22.151000   33.031000  78.165000
40   1   1   22.19000   31.553000  77.616000
41   1   1   20.858000   33.754000  77.64000
42   1   1   11.974000   28.442000  78.165000
43   1   1   26.193000   21.912000  78.231000
44   1   1   26.149000   20.405000  77.678000
45   1   1   24.941000   22.69000  77.666000
46   1   1   30.033000   24.281000  78.249000
47   1   1   31.302000   26.614000  78.276000
48   1   1   21.219000   20.357000  77.657000
49   1   1   15.801000   30.645000  78.161000
50   1   1   15.831000   29.171000  77.608000
51   1   1   14.521000   31.38000  77.636000
52   1   1   25.95000   38.311000  77.772000
53   1   1   19.597000   32.96000  78.163000
54   1   1   20.815000   35.229000  78.204000
55   1   1   33.769000   29.881000  77.797000
56   1   1   23.672000   21.945000  78.225000
57   1   1   24.922000   24.168000  78.191000
